;Well;Fluor;Target;Content;Sample;Cq;SQ
;D01;FAM;Hprt1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;28,81;
;D02;FAM;Pum1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;29,23;
;D03;FAM;Tbp;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;31,28;
;D04;FAM;Col3a1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;26,05;
;D05;FAM;Col1a1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;26,06;
;D06;FAM;Tlr3;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;;
;D07;FAM;Ddx58/Rig-I;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;29,26;
;D08;FAM;Ifih-1/Mda5;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;29,72;
;D09;FAM;Bmp4;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;27,06;
;D10;FAM;Il1-�;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;;
;D11;FAM;Col3a1;Unkn;NT;;
;E01;FAM;Hprt1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;28,54;
;E02;FAM;Pum1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;29,25;
;E03;FAM;Tbp;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;31,00;
;E04;FAM;Col3a1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;26,01;
;E05;FAM;Col1a1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;25,82;
;E06;FAM;Tlr3;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;;
;E07;FAM;Ddx58/Rig-I;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;27,14;
;E08;FAM;Ifih-1/Mda5;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;27,10;
;E09;FAM;Bmp4;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;28,28;
;E10;FAM;Il1-�;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;;
;E11;FAM;Col1a1;Unkn;NT;;
;F01;FAM;Hprt1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;28,60;
;F02;FAM;Pum1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;29,28;
;F03;FAM;Tbp;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;30,90;
;F04;FAM;Col3a1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;26,03;
;F05;FAM;Col1a1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;25,73;
;F06;FAM;Tlr3;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;;
;F07;FAM;Ddx58/Rig-I;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;27,24;
;F08;FAM;Ifih-1/Mda5;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;27,12;
;F09;FAM;Bmp4;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;28,36;
;F10;FAM;Il1-�;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;;
;F11;FAM;Tlr3;Unkn;NT;;
;G01;FAM;Hprt1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;28,76;
;G02;FAM;Pum1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;29,04;
;G03;FAM;Tbp;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;30,72;
;G04;FAM;Col3a1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;25,92;
;G05;FAM;Col1a1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;25,38;
;G06;FAM;Tlr3;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;;
;G07;FAM;Ddx58/Rig-I;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;27,00;
;G08;FAM;Ifih-1/Mda5;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;27,00;
;G09;FAM;Bmp4;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;28,25;
;G10;FAM;Il1-�;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;;
;G11;FAM;Ddx58/Rig-I;Unkn;NT;;
;H01;FAM;Hprt1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;28,79;
;H02;FAM;Pum1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;29,20;
;H03;FAM;Tbp;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;30,93;
;H04;FAM;Col3a1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;26,03;
;H05;FAM;Col1a1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;25,42;
;H06;FAM;Tlr3;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;;
;H07;FAM;Ddx58/Rig-I;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;27,01;
;H08;FAM;Ifih-1/Mda5;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;27,01;
;H09;FAM;Bmp4;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;28,41;
;H10;FAM;Il1-�;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;;
;H11;FAM;Ifih-1/Mda5;Unkn;NT;;
