;Well;Fluor;Target;Content;Sample;Cq;SQ
;E06;FAM;Runx2;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;31,31;
;E07;FAM;Sparc;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;24,00;
;E08;FAM;Spp1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;22,43;
;E09;FAM;Sp7;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;36,39;
;E10;FAM;Bmp2;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;35,99;
;E11;FAM;Il8;NTC;NT;;
;F01;FAM;Hprt1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;28,86;
;F02;FAM;Pum1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;31,95;
;F03;FAM;Tbp;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;32,00;
;F04;FAM;Il6;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;33,47;
;F05;FAM;Il8;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;38,58;
;F06;FAM;Runx2;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;31,32;
;F07;FAM;Sparc;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;24,09;
;F08;FAM;Spp1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;22,47;
;F09;FAM;Sp7;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;37,06;
;F10;FAM;Bmp2;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;35,99;
;F11;FAM;Runx2;NTC;NT;;
;G01;FAM;Hprt1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;28,74;
;G02;FAM;Pum1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;31,71;
;G03;FAM;Tbp;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;31,94;
;G04;FAM;Il6;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;34,12;
;G05;FAM;Il8;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;38,63;
;G06;FAM;Runx2;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;31,21;
;G07;FAM;Sparc;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;24,17;
;G08;FAM;Spp1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;22,29;
;G09;FAM;Sp7;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;39,32;
;G10;FAM;Bmp2;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;35,73;
;G11;FAM;Sparc;NTC;NT;;
;H01;FAM;Hprt1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;28,93;
;H02;FAM;Pum1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;31,90;
;H03;FAM;Tbp;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;31,99;
;H04;FAM;Il6;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;33,66;
;H05;FAM;Il8;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;38,10;
;H06;FAM;Runx2;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;31,34;
;H07;FAM;Sparc;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;24,19;
;H08;FAM;Spp1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;22,26;
;H09;FAM;Sp7;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;36,91;
;H10;FAM;Bmp2;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;36,57;
;H11;FAM;Spp1;NTC;NT;;
