;Well;Fluor;Target;Content;Sample;Cq;SQ
;D01;FAM;Hprt1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;29,16;
;D02;FAM;Pum1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;31,74;
;D03;FAM;Tbp;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;32,01;
;D04;FAM;Col3a1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;30,11;
;D05;FAM;Col1a1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;30,11;
;D06;FAM;Tlr3;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;;
;D07;FAM;Ddx58/Rig-I;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;29,17;
;D08;FAM;Ifih-1/Mda5;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;29,00;
;D09;FAM;Bmp4;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;31,35;
;D10;FAM;Il1-�;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;;
;D11;FAM;Col3a1;NTC;NT;;
;E01;FAM;Hprt1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;29,50;
;E02;FAM;Pum1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;33,10;
;E03;FAM;Tbp;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;32,68;
;E04;FAM;Col3a1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;31,21;
;E05;FAM;Col1a1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;30,61;
;E06;FAM;Tlr3;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;;
;E07;FAM;Ddx58/Rig-I;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;30,45;
;E08;FAM;Ifih-1/Mda5;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;29,53;
;E09;FAM;Bmp4;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;32,30;
;E10;FAM;Il1-�;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;;
;E11;FAM;Col1a1;NTC;NT;;
;F01;FAM;Hprt1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;29,54;
;F02;FAM;Pum1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;33,08;
;F03;FAM;Tbp;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;32,68;
;F04;FAM;Col3a1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;31,31;
;F05;FAM;Col1a1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;30,65;
;F06;FAM;Tlr3;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;;
;F07;FAM;Ddx58/Rig-I;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;30,39;
;F08;FAM;Ifih-1/Mda5;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;29,49;
;F09;FAM;Bmp4;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;32,00;
;F10;FAM;Il1-�;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;;
;F11;FAM;Tlr3;NTC;NT;;
;G01;FAM;Hprt1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;29,33;
;G02;FAM;Pum1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;32,65;
;G03;FAM;Tbp;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;32,10;
;G04;FAM;Col3a1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;31,18;
;G05;FAM;Col1a1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;30,86;
;G06;FAM;Tlr3;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;;
;G07;FAM;Ddx58/Rig-I;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;30,07;
;G08;FAM;Ifih-1/Mda5;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;29,57;
;G09;FAM;Bmp4;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;31,97;
;G10;FAM;Il1-�;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;;
;G11;FAM;Ddx58/Rig-I;NTC;NT;;
;H01;FAM;Hprt1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;29,41;
;H02;FAM;Pum1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;32,99;
;H03;FAM;Tbp;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;32,32;
;H04;FAM;Col3a1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;31,33;
;H05;FAM;Col1a1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;30,91;
;H06;FAM;Tlr3;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;;
;H07;FAM;Ddx58/Rig-I;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;30,12;
;H08;FAM;Ifih-1/Mda5;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;29,53;
;H09;FAM;Bmp4;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;31,76;
;H10;FAM;Il1-�;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;;
;H11;FAM;Ifih-1/Mda5;NTC;NT;;
;;;;;;;
