;Well;Fluor;Target;Content;Sample;Cq;SQ
;G08;FAM;Ifih-1/Mda5;Unkn;7d WT 1µM control peptide + 100ng/ml polyIC Lyovec;31,11;
;G09;FAM;Bmp4;Unkn;7d WT 1µM control peptide + 100ng/ml polyIC Lyovec;33,07;
;G10;FAM;Il1-�;Unkn;7d WT 1µM control peptide + 100ng/ml polyIC Lyovec;;
;G11;FAM;Ddx58/Rig-I;NTC;NT;;
;H01;FAM;Hprt1;Unkn;7d WT 1µM control peptide + 100ng/ml polyIC Lyovec;30,98;
;H02;FAM;Pum1;Unkn;7d WT 1µM control peptide + 100ng/ml polyIC Lyovec;35,37;
;H03;FAM;Tbp;Unkn;7d WT 1µM control peptide + 100ng/ml polyIC Lyovec;35,28;
;H04;FAM;Col3a1;Unkn;7d WT 1µM control peptide + 100ng/ml polyIC Lyovec;33,26;
;H05;FAM;Col1a1;Unkn;7d WT 1µM control peptide + 100ng/ml polyIC Lyovec;33,46;
;H06;FAM;Tlr3;Unkn;7d WT 1µM control peptide + 100ng/ml polyIC Lyovec;31,29;
;H07;FAM;Ddx58/Rig-I;Unkn;7d WT 1µM control peptide + 100ng/ml polyIC Lyovec;31,75;
;H08;FAM;Ifih-1/Mda5;Unkn;7d WT 1µM control peptide + 100ng/ml polyIC Lyovec;31,15;
;H09;FAM;Bmp4;Unkn;7d WT 1µM control peptide + 100ng/ml polyIC Lyovec;33,85;
;H10;FAM;Il1-�;Unkn;7d WT 1µM control peptide + 100ng/ml polyIC Lyovec;;
;H11;FAM;Ifih-1/Mda5;NTC;NT;;
;;;;;;;
