;Well;Fluor;Target;Content;Sample;Cq;SQ
;C07;FAM;Sparc;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;26,38;
;C08;FAM;Spp1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;21,15;
;C09;FAM;Sp7;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;39,34;
;C10;FAM;Bmp2;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;37,23;
;C11;FAM;Tbp;NTC;NT;;
;D01;FAM;Hprt1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;29,14;
;D02;FAM;Pum1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;34,37;
;D03;FAM;Tbp;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;33,04;
;D04;FAM;Il6;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;38,01;
;D05;FAM;Il8;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;38,63;
;D06;FAM;Runx2;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;32,98;
;D07;FAM;Sparc;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;26,38;
;D08;FAM;Spp1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;21,08;
;D09;FAM;Sp7;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;;
;D10;FAM;Bmp2;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;36,58;
;D11;FAM;Il6;NTC;NT;;
;E01;FAM;Hprt1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;29,13;
;E02;FAM;Pum1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;34,06;
;E03;FAM;Tbp;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;32,47;
;E04;FAM;Il6;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;34,48;
;E05;FAM;Il8;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;37,95;
;E06;FAM;Runx2;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;32,19;
;E07;FAM;Sparc;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;26,29;
;E08;FAM;Spp1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;20,94;
;E09;FAM;Sp7;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;39,20;
;E10;FAM;Bmp2;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;37,93;
;E11;FAM;Il8;NTC;NT;;
;F01;FAM;Hprt1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;29,08;
;F02;FAM;Pum1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;34,39;
;F03;FAM;Tbp;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;32,90;
;F04;FAM;Il6;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;34,21;
;F05;FAM;Il8;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;36,00;
;F06;FAM;Runx2;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;32,16;
;F07;FAM;Sparc;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;26,27;
;F08;FAM;Spp1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;20,96;
;F09;FAM;Sp7;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;38,21;
;F10;FAM;Bmp2;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;38,66;
;F11;FAM;Runx2;NTC;NT;;
;G01;FAM;Hprt1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;29,00;
;G02;FAM;Pum1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;34,07;
;G03;FAM;Tbp;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;32,67;
;G04;FAM;Il6;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;34,28;
;G05;FAM;Il8;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;38,53;
;G06;FAM;Runx2;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;32,91;
;G07;FAM;Sparc;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;26,23;
;G08;FAM;Spp1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;20,63;
;G09;FAM;Sp7;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;37,66;
;G10;FAM;Bmp2;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;39,96;
;G11;FAM;Sparc;NTC;NT;;
;H01;FAM;Hprt1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;29,13;
;H02;FAM;Pum1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;33,92;
;H03;FAM;Tbp;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;32,59;
;H04;FAM;Il6;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;33,92;
;H05;FAM;Il8;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;37,30;
;H06;FAM;Runx2;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;32,47;
;H07;FAM;Sparc;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;26,29;
;H08;FAM;Spp1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;20,76;
;H09;FAM;Sp7;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;;
;H10;FAM;Bmp2;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;37,72;
;H11;FAM;Spp1;NTC;NT;;
