;Well;Fluor;Target;Content;Sample;Cq;SQ
;D09;FAM;Bmp4;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;33,68;
;D10;FAM;Il1-�;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;;
;D11;FAM;Col3a1;NTC;NT;;
;E01;FAM;Hprt1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;30,07;
;E02;FAM;Pum1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;34,19;
;E03;FAM;Tbp;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;33,43;
;E04;FAM;Col3a1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;32,78;
;E05;FAM;Col1a1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;31,68;
;E06;FAM;Tlr3;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;;
;E07;FAM;Ddx58/Rig-I;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;32,87;
;E08;FAM;Ifih-1/Mda5;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;32,64;
;E09;FAM;Bmp4;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;33,00;
;E10;FAM;Il1-�;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;;
;E11;FAM;Col1a1;NTC;NT;;
;F01;FAM;Hprt1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;30,13;
;F02;FAM;Pum1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;34,06;
;F03;FAM;Tbp;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;33,33;
;F04;FAM;Col3a1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;32,90;
;F05;FAM;Col1a1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;31,87;
;F06;FAM;Tlr3;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;;
;F07;FAM;Ddx58/Rig-I;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;33,06;
;F08;FAM;Ifih-1/Mda5;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;32,83;
;F09;FAM;Bmp4;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;33,19;
;F10;FAM;Il1-�;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;;
;F11;FAM;Tlr3;NTC;NT;;
;G01;FAM;Hprt1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;30,11;
;G02;FAM;Pum1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;34,60;
;G03;FAM;Tbp;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;33,33;
;G04;FAM;Col3a1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;33,13;
;G05;FAM;Col1a1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;32,53;
;G06;FAM;Tlr3;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;;
;G07;FAM;Ddx58/Rig-I;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;33,26;
;G08;FAM;Ifih-1/Mda5;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;32,67;
;G09;FAM;Bmp4;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;32,94;
;G10;FAM;Il1-�;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;;
;G11;FAM;Ddx58/Rig-I;NTC;NT;;
;H01;FAM;Hprt1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;30,10;
;H02;FAM;Pum1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;34,22;
;H03;FAM;Tbp;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;33,39;
;H04;FAM;Col3a1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;33,06;
;H05;FAM;Col1a1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;32,47;
;H06;FAM;Tlr3;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;;
;H07;FAM;Ddx58/Rig-I;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;33,49;
;H08;FAM;Ifih-1/Mda5;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;33,11;
;H09;FAM;Bmp4;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;33,26;
;H10;FAM;Il1-�;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;;
;H11;FAM;Ifih-1/Mda5;NTC;NT;;
;;;;;;;
