;Well;Fluor;Target;Content;Sample;Cq;SQ
;E01;FAM;Hprt1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;29,23;
;E02;FAM;Pum1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;31,86;
;E03;FAM;Tbp;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;32,38;
;E04;FAM;Il6;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;33,44;
;E05;FAM;Il8;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;38,40;
;E06;FAM;Runx2;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;32,26;
;E07;FAM;Sparc;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;24,81;
;E08;FAM;Spp1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;20,32;
;E09;FAM;Sp7;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;37,79;
;E10;FAM;Bmp2;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;36,68;
;E11;FAM;Il8;NTC;NT;;
;F01;FAM;Hprt1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;29,39;
;F02;FAM;Pum1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;32,26;
;F03;FAM;Tbp;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;32,65;
;F04;FAM;Il6;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;33,85;
;F05;FAM;Il8;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;37,63;
;F06;FAM;Runx2;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;31,98;
;F07;FAM;Sparc;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;24,86;
;F08;FAM;Spp1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;20,35;
;F09;FAM;Sp7;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;37,32;
;F10;FAM;Bmp2;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;36,16;
;F11;FAM;Runx2;NTC;NT;;
;G01;FAM;Hprt1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;29,80;
;G02;FAM;Pum1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;33,62;
;G03;FAM;Tbp;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;33,10;
;G04;FAM;Il6;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;33,90;
;G05;FAM;Il8;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;39,22;
;G06;FAM;Runx2;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;33,06;
;G07;FAM;Sparc;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;25,63;
;G08;FAM;Spp1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;20,48;
;G09;FAM;Sp7;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;39,11;
;G10;FAM;Bmp2;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;37,49;
;G11;FAM;Sparc;NTC;NT;;
;H01;FAM;Hprt1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;29,90;
;H02;FAM;Pum1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;33,49;
;H03;FAM;Tbp;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;33,01;
;H04;FAM;Il6;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;34,03;
;H05;FAM;Il8;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;36,75;
;H06;FAM;Runx2;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;33,12;
;H07;FAM;Sparc;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;25,81;
;H08;FAM;Spp1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;20,50;
;H09;FAM;Sp7;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;37,56;
;H10;FAM;Bmp2;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;37,01;
;H11;FAM;Spp1;NTC;NT;;
