;Well;Fluor;Target;Content;Sample;Cq;SQ
;G10;FAM;Bmp2;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;34,83;
;G11;FAM;Sparc;Unkn;NT;39,38;
;H01;FAM;Hprt1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;28,58;
;H02;FAM;Pum1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;29,07;
;H03;FAM;Tbp;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;30,61;
;H04;FAM;Il6;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;33,61;
;H05;FAM;Il8;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;37,70;
;H06;FAM;Runx2;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;29,28;
;H07;FAM;Sparc;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;21,83;
;H08;FAM;Spp1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;21,50;
;H09;FAM;Sp7;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;33,89;
;H10;FAM;Bmp2;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;34,72;
;H11;FAM;Spp1;Unkn;NT;;
