;Well;Fluor;Target;Content;Sample;Cq;SQ
;C05;FAM;Il8;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;38,88358735;
;C06;FAM;Runx2;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;30,96343793;
;C07;FAM;Sparc;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;24,06054751;
;C08;FAM;Spp1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;20,81716058;
;C09;FAM;Sp7;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;36,89831194;
;C10;FAM;Bmp2;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;35,65073531;
;C11;FAM;Tbp;NTC;NT;;
;D01;FAM;Hprt1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;28,19084415;
;D02;FAM;Pum1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;31,17366464;
;D03;FAM;Tbp;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;31,14124121;
;D04;FAM;Il6;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;32,17115789;
;D05;FAM;Il8;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;;
;D06;FAM;Runx2;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;30,96885618;
;D07;FAM;Sparc;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;24,08509137;
;D08;FAM;Spp1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;20,77277105;
;D09;FAM;Sp7;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;37,68486719;
;D10;FAM;Bmp2;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;35,45361459;
;D11;FAM;Il6;NTC;NT;;
;E01;FAM;Hprt1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;28,6322268;
;E02;FAM;Pum1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;32,37431703;
;E03;FAM;Tbp;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;31,86300375;
;E04;FAM;Il6;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;33,5780442;
;E05;FAM;Il8;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;;
;E06;FAM;Runx2;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;31,47356306;
;E07;FAM;Sparc;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;25,19254516;
;E08;FAM;Spp1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;21,28252507;
;E09;FAM;Sp7;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;39,45996621;
;E10;FAM;Bmp2;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;35,71320048;
;E11;FAM;Il8;NTC;NT;;
;F01;FAM;Hprt1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;28,61213545;
;F02;FAM;Pum1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;32,11369876;
;F03;FAM;Tbp;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;31,9692102;
;F04;FAM;Il6;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;33,30286405;
;F05;FAM;Il8;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;38,66772828;
;F06;FAM;Runx2;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;31,3699839;
;F07;FAM;Sparc;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;25,20768394;
;F08;FAM;Spp1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;21,28297215;
;F09;FAM;Sp7;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;;
;F10;FAM;Bmp2;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;35,50274834;
;F11;FAM;Runx2;NTC;NT;;
;G01;FAM;Hprt1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;28,31660066;
;G02;FAM;Pum1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;32,11300991;
;G03;FAM;Tbp;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;31,39109909;
;G04;FAM;Il6;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;33,430079;
;G05;FAM;Il8;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;;
;G06;FAM;Runx2;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;31,28030741;
;G07;FAM;Sparc;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;25,10535469;
;G08;FAM;Spp1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;20,37528893;
;G09;FAM;Sp7;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;39,87395608;
;G10;FAM;Bmp2;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;35,34498592;
;G11;FAM;Sparc;NTC;NT;;
;H01;FAM;Hprt1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;28,4962221;
;H02;FAM;Pum1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;32,23857539;
;H03;FAM;Tbp;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;31,75623067;
;H04;FAM;Il6;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;33,68816614;
;H05;FAM;Il8;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;37,84692655;
;H06;FAM;Runx2;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;31,21405437;
;H07;FAM;Sparc;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;25,06436568;
;H08;FAM;Spp1;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;20,45757882;
;H09;FAM;Sp7;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;38,99064133;
;H10;FAM;Bmp2;Unkn;7d JAX 1µM control peptide + 100ng/ml polyIC Lyovec;35,15491527;
;H11;FAM;Spp1;NTC;NT;;
