;Well;Fluor;Target;Content;Sample;Cq;SQ
;B10;FAM;Il1-�;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;;
;B11;FAM;Pum1;NTC;NT;;
;B12;FAM;Il1-�;NTC;NT;;
;C01;FAM;Hprt1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;29,82737576;
;C02;FAM;Pum1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;32,18751196;
;C03;FAM;Tbp;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;32,89349993;
;C04;FAM;Col3a1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;29,36101278;
;C05;FAM;Col1a1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;29,09490838;
;C06;FAM;Tlr3;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;;
;C07;FAM;Ddx58/Rig-I;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;31,73827754;
;C08;FAM;Ifih-1/Mda5;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;32,2215865;
;C09;FAM;Bmp4;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;31,17621005;
;C10;FAM;Il1-�;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;;
;C11;FAM;Tbp;NTC;NT;;
;D01;FAM;Hprt1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;29,9683281;
;D02;FAM;Pum1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;32,02303047;
;D03;FAM;Tbp;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;32,72899224;
;D04;FAM;Col3a1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;29,40368383;
;D05;FAM;Col1a1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;29,15495582;
;D06;FAM;Tlr3;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;;
;D07;FAM;Ddx58/Rig-I;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;31,61337228;
;D08;FAM;Ifih-1/Mda5;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;32,08854807;
;D09;FAM;Bmp4;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;31,15721836;
;D10;FAM;Il1-�;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;;
;D11;FAM;Col3a1;NTC;NT;;
;E01;FAM;Hprt1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;29,47350626;
;E02;FAM;Pum1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;31,88592439;
;E03;FAM;Tbp;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;32,50647721;
;E04;FAM;Col3a1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;29,57665074;
;E05;FAM;Col1a1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;28,97315765;
;E06;FAM;Tlr3;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;;
;E07;FAM;Ddx58/Rig-I;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;29,79653312;
;E08;FAM;Ifih-1/Mda5;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;29,3979874;
;E09;FAM;Bmp4;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;31,33527608;
;E10;FAM;Il1-�;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;;
;E11;FAM;Col1a1;NTC;NT;;
;F01;FAM;Hprt1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;29,61008001;
;F02;FAM;Pum1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;31,7603831;
;F03;FAM;Tbp;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;32,29267159;
;F04;FAM;Col3a1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;29,46584777;
;F05;FAM;Col1a1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;28,98264033;
;F06;FAM;Tlr3;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;;
;F07;FAM;Ddx58/Rig-I;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;29,90845307;
;F08;FAM;Ifih-1/Mda5;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;29,38239242;
;F09;FAM;Bmp4;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;31,30786306;
;F10;FAM;Il1-�;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;;
;F11;FAM;Tlr3;NTC;NT;;
;G01;FAM;Hprt1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;29,80497261;
;G02;FAM;Pum1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;32,08361473;
;G03;FAM;Tbp;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;32,64835502;
;G04;FAM;Col3a1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;30,36122098;
;G05;FAM;Col1a1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;29,19945921;
;G06;FAM;Tlr3;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;;
;G07;FAM;Ddx58/Rig-I;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;30,00143197;
;G08;FAM;Ifih-1/Mda5;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;29,27652711;
;G09;FAM;Bmp4;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;32,01866705;
;G10;FAM;Il1-�;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;;
;G11;FAM;Ddx58/Rig-I;NTC;NT;;
;H01;FAM;Hprt1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;29,7987832;
;H02;FAM;Pum1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;32,18480054;
;H03;FAM;Tbp;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;32,45882127;
;H04;FAM;Col3a1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;30,36086046;
;H05;FAM;Col1a1;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;29,3429184;
;H06;FAM;Tlr3;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;;
;H07;FAM;Ddx58/Rig-I;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;30,007638;
;H08;FAM;Ifih-1/Mda5;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;29,29637174;
;H09;FAM;Bmp4;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;31,79300734;
;H10;FAM;Il1-�;Unkn;7d JAX 1µM Pepinh-Trif + 100ng/ml poly IC Lyovec;;
;H11;FAM;Ifih-1/Mda5;NTC;NT;;
