;Well;Fluor;Target;Content;Sample;Cq;SQ
;F10;FAM;Il1-�;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;F11;FAM;Tlr3;NTC;NT;;
;G01;FAM;Hprt1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;30,64;
;G02;FAM;Pum1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;33,88;
;G03;FAM;Tbp;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;33,68;
;G04;FAM;Col3a1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;31,47;
;G05;FAM;Col1a1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;32,06;
;G06;FAM;Tlr3;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;G07;FAM;Ddx58/Rig-I;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;32,37;
;G08;FAM;Ifih-1/Mda5;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;32,77;
;G09;FAM;Bmp4;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;32,43;
;G10;FAM;Il1-�;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;G11;FAM;Ddx58/Rig-I;NTC;NT;;
;H01;FAM;Hprt1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;30,70;
;H02;FAM;Pum1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;34,03;
;H03;FAM;Tbp;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;33,81;
;H04;FAM;Col3a1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;31,64;
;H05;FAM;Col1a1;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;32,17;
;H06;FAM;Tlr3;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;H07;FAM;Ddx58/Rig-I;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;32,49;
;H08;FAM;Ifih-1/Mda5;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;32,93;
;H09;FAM;Bmp4;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;32,86;
;H10;FAM;Il1-�;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;;
;H11;FAM;Ifih-1/Mda5;NTC;NT;;
;;;;;;;
