;Well;Fluor;Target;Content;Sample;Cq;SQ
;F09;FAM;Sp7;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;33,24;
;F10;FAM;Bmp2;Unkn;7d JAX 1µM Pepinh-Trif + 3µg/ml polyIC;34,47;
;F11;FAM;Runx2;Unkn;NT;;
;G01;FAM;Hprt1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;28,83;
;G02;FAM;Pum1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;29,37;
;G03;FAM;Tbp;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;31,19;
;G04;FAM;Il6;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;29,13;
;G05;FAM;Il8;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;34,06;
;G06;FAM;Runx2;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;29,50;
;G07;FAM;Sparc;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;21,91;
;G08;FAM;Spp1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;20,78;
;G09;FAM;Sp7;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;33,96;
;G10;FAM;Bmp2;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;33,74;
;G11;FAM;Sparc;Unkn;NT;;
;H01;FAM;Hprt1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;28,91;
;H02;FAM;Pum1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;29,36;
;H03;FAM;Tbp;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;31,02;
;H04;FAM;Il6;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;29,27;
;H05;FAM;Il8;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;34,50;
;H06;FAM;Runx2;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;29,51;
;H07;FAM;Sparc;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;21,91;
;H08;FAM;Spp1;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;20,78;
;H09;FAM;Sp7;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;33,63;
;H10;FAM;Bmp2;Unkn;7d JAX 1µM control peptide + 3µg/ml poly IC;34,06;
;H11;FAM;Spp1;Unkn;NT;;
