;Well;Fluor;Target;Content;Sample;Cq;SQ
;C09;FAM;Bmp4;Unkn;Leiden Tlr 3 -/- control;29,60;
;C10;FAM;Il1-�;Unkn;Leiden Tlr 3 -/- control;;
;C11;FAM;Tlr 3 Ex 4-5;Unkn;Leiden Tlr 3 -/- control;;
;C12;FAM;Tbp;NTC;NT;;
;D01;FAM;Hprt1;Unkn;Leiden Tlr 3 -/- control;29,43;
;D02;FAM;Pum1;Unkn;Leiden Tlr 3 -/- control;31,31;
;D03;FAM;Tbp;Unkn;Leiden Tlr 3 -/- control;31,80;
;D04;FAM;Col3a1;Unkn;Leiden Tlr 3 -/- control;27,93;
;D05;FAM;Col1a1;Unkn;Leiden Tlr 3 -/- control;27,28;
;D06;FAM;Tlr3 Ex 3-4;Unkn;Leiden Tlr 3 -/- control;;
;D07;FAM;Ddx58/Rig-I;Unkn;Leiden Tlr 3 -/- control;30,98;
;D08;FAM;Ifih-1/Mda5;Unkn;Leiden Tlr 3 -/- control;31,51;
;D09;FAM;Bmp4;Unkn;Leiden Tlr 3 -/- control;29,54;
;D10;FAM;Il1-�;Unkn;Leiden Tlr 3 -/- control;;
;D11;FAM;Tlr 3 Ex 4-5;Unkn;Leiden Tlr 3 -/- control;;
;D12;FAM;Col3a1;NTC;NT;;
;E01;FAM;Hprt1;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;29,21;
;E02;FAM;Pum1;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;30,42;
;E03;FAM;Tbp;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;31,13;
;E04;FAM;Col3a1;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;27,31;
;E05;FAM;Col1a1;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;26,19;
;E06;FAM;Tlr3 Ex 3-4;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;;
;E07;FAM;Ddx58/Rig-I;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;30,66;
;E08;FAM;Ifih-1/Mda5;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;31,27;
;E09;FAM;Bmp4;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;28,89;
;E10;FAM;Il1-�;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;;
;E11;FAM;Tlr 3 Ex 4-5;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;;
;E12;FAM;Col1a1;NTC;NT;;
;F01;FAM;Hprt1;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;29,22;
;F02;FAM;Pum1;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;30,51;
;F03;FAM;Tbp;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;31,02;
;F04;FAM;Col3a1;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;27,27;
;F05;FAM;Col1a1;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;26,27;
;F06;FAM;Tlr3 Ex 3-4;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;;
;F07;FAM;Ddx58/Rig-I;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;30,87;
;F08;FAM;Ifih-1/Mda5;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;31,38;
;F09;FAM;Bmp4;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;29,08;
;F10;FAM;Il1-�;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;;
;F11;FAM;Tlr 3 Ex 4-5;Unkn;Leiden Tlr 3 -/- 5nM CUCPT4a;;
;F12;FAM;Tlr3 Ex 3-4;NTC;NT;;
;G01;FAM;Hprt1;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;29,41;
;G02;FAM;Pum1;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;31,49;
;G03;FAM;Tbp;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;31,46;
;G04;FAM;Col3a1;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;28,15;
;G05;FAM;Col1a1;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;27,15;
;G06;FAM;Tlr3 Ex 3-4;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;;
;G07;FAM;Ddx58/Rig-I;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;30,19;
;G08;FAM;Ifih-1/Mda5;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;30,48;
;G09;FAM;Bmp4;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;29,66;
;G10;FAM;Il1-�;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;;
;G11;FAM;Tlr 3 Ex 4-5;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;;
;G12;FAM;Ddx58/Rig-I;NTC;NT;;
;H01;FAM;Hprt1;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;29,52;
;H02;FAM;Pum1;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;31,43;
;H03;FAM;Tbp;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;31,70;
;H04;FAM;Col3a1;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;28,24;
;H05;FAM;Col1a1;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;27,15;
;H06;FAM;Tlr3 Ex 3-4;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;;
;H07;FAM;Ddx58/Rig-I;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;30,24;
;H08;FAM;Ifih-1/Mda5;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;30,42;
;H09;FAM;Bmp4;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;29,64;
;H10;FAM;Il1-�;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;;
;H11;FAM;Tlr 3 Ex 4-5;Unkn;Leiden Tlr 3 -/- 50nM CUCPT4a;;
;H12;FAM;Ifih-1/Mda5;NTC;Leiden Tlr 3 -/- 50nM CUCPT4a;;
