;Well;Fluor;Target;Content;Sample;Cq;SQ
;F07;FAM;Sparc;Unkn;WT young 5 µg/ml polyIC;32,05;
;F08;FAM;Spp1;Unkn;WT young 5 µg/ml polyIC;23,30;
;F09;FAM;Sp7;Unkn;WT young 5 µg/ml polyIC;;
;F10;FAM;Bmp2;Unkn;WT young 5 µg/ml polyIC;39,72;
;F11;FAM;Tlr 3 Ex 5-6;Unkn;WT young 5 µg/ml polyIC;38,86;
;G01;FAM;Hprt1;Unkn;WT young control;29,07;
;G02;FAM;Pum1;Unkn;WT young control;31,39;
;G03;FAM;Tbp;Unkn;WT young control;31,91;
;G04;FAM;Il6;Unkn;WT young control;36,82;
;G05;FAM;Il8;Unkn;WT young control;37,06;
;G06;FAM;Runx2;Unkn;WT young control;;
;G07;FAM;Sparc;Unkn;WT young control;23,57;
;G08;FAM;Spp1;Unkn;WT young control;20,93;
;G09;FAM;Sp7;Unkn;WT young control;36,22;
;G10;FAM;Bmp2;Unkn;WT young control;33,70;
;G11;FAM;Tlr 3 Ex 5-6;Unkn;WT young control;32,31;
;H01;FAM;Hprt1;Unkn;WT young control;29,10;
;H02;FAM;Pum1;Unkn;WT young control;31,50;
;H03;FAM;Tbp;Unkn;WT young control;31,81;
;H04;FAM;Il6;Unkn;WT young control;35,20;
;H05;FAM;Il8;Unkn;WT young control;;
;H06;FAM;Runx2;Unkn;WT young control;31,32;
;H07;FAM;Sparc;Unkn;WT young control;23,73;
;H08;FAM;Spp1;Unkn;WT young control;20,87;
;H09;FAM;Sp7;Unkn;WT young control;37,83;
;H10;FAM;Bmp2;Unkn;WT young control;34,10;
;H11;FAM;Tlr 3 Ex 5-6;Unkn;WT young control;32,27;
