;Well;Fluor;Target;Content;Sample;Cq;SQ
;D02;FAM;Pum1;Unkn;WT young 2.5 µg/ml polyIC;35,55;
;D03;FAM;Tbp;Unkn;WT young 2.5 µg/ml polyIC;34,19;
;D04;FAM;Col3a1;Unkn;WT young 2.5 µg/ml polyIC;34,02;
;D05;FAM;Col1a1;Unkn;WT young 2.5 µg/ml polyIC;37,57;
;D06;FAM;Tlr3 Ex 3-4;Unkn;WT young 2.5 µg/ml polyIC;34,17;
;D07;FAM;Ddx58/Rig-I;Unkn;WT young 2.5 µg/ml polyIC;36,21;
;D08;FAM;Ifih-1/Mda5;Unkn;WT young 2.5 µg/ml polyIC;35,06;
;D09;FAM;Bmp4;Unkn;WT young 2.5 µg/ml polyIC;33,55;
;D10;FAM;Il1-�;Unkn;WT young 2.5 µg/ml polyIC;;
;D11;FAM;Tlr 3 Ex 4-5;Unkn;WT young 2.5 µg/ml polyIC;36,00;
;E01;FAM;Hprt1;Unkn;WT young 5 µg/ml polyIC;31,09;
;E02;FAM;Pum1;Unkn;WT young 5 µg/ml polyIC;37,60;
;E03;FAM;Tbp;Unkn;WT young 5 µg/ml polyIC;35,63;
;E04;FAM;Col3a1;Unkn;WT young 5 µg/ml polyIC;36,29;
;E05;FAM;Col1a1;Unkn;WT young 5 µg/ml polyIC;38,08;
;E06;FAM;Tlr3 Ex 3-4;Unkn;WT young 5 µg/ml polyIC;35,41;
;E07;FAM;Ddx58/Rig-I;Unkn;WT young 5 µg/ml polyIC;37,61;
;E08;FAM;Ifih-1/Mda5;Unkn;WT young 5 µg/ml polyIC;36,23;
;E09;FAM;Bmp4;Unkn;WT young 5 µg/ml polyIC;35,44;
;E10;FAM;Il1-�;Unkn;WT young 5 µg/ml polyIC;;
;E11;FAM;Tlr 3 Ex 4-5;Unkn;WT young 5 µg/ml polyIC;39,72;
;F01;FAM;Hprt1;Unkn;WT young 5 µg/ml polyIC;31,20;
;F02;FAM;Pum1;Unkn;WT young 5 µg/ml polyIC;36,81;
;F03;FAM;Tbp;Unkn;WT young 5 µg/ml polyIC;36,13;
;F04;FAM;Col3a1;Unkn;WT young 5 µg/ml polyIC;36,64;
;F05;FAM;Col1a1;Unkn;WT young 5 µg/ml polyIC;;
;F06;FAM;Tlr3 Ex 3-4;Unkn;WT young 5 µg/ml polyIC;35,23;
;F07;FAM;Ddx58/Rig-I;Unkn;WT young 5 µg/ml polyIC;37,52;
;F08;FAM;Ifih-1/Mda5;Unkn;WT young 5 µg/ml polyIC;37,07;
;F09;FAM;Bmp4;Unkn;WT young 5 µg/ml polyIC;35,00;
;F10;FAM;Il1-�;Unkn;WT young 5 µg/ml polyIC;;
;F11;FAM;Tlr 3 Ex 4-5;Unkn;WT young 5 µg/ml polyIC;36,64;
;G01;FAM;Hprt1;Unkn;WT young control;29,22;
;G02;FAM;Pum1;Unkn;WT young control;31,46;
;G03;FAM;Tbp;Unkn;WT young control;32,12;
;G04;FAM;Col3a1;Unkn;WT young control;28,52;
;G05;FAM;Col1a1;Unkn;WT young control;27,47;
;G06;FAM;Tlr3 Ex 3-4;Unkn;WT young control;31,44;
;G07;FAM;Ddx58/Rig-I;Unkn;WT young control;31,87;
;G08;FAM;Ifih-1/Mda5;Unkn;WT young control;32,40;
;G09;FAM;Bmp4;Unkn;WT young control;29,88;
;G10;FAM;Il1-�;Unkn;WT young control;;
;G11;FAM;Tlr 3 Ex 4-5;Unkn;WT young control;32,26;
;H01;FAM;Hprt1;Unkn;WT young control;29,18;
;H02;FAM;Pum1;Unkn;WT young control;31,93;
;H03;FAM;Tbp;Unkn;WT young control;32,11;
;H04;FAM;Col3a1;Unkn;WT young control;28,50;
;H05;FAM;Col1a1;Unkn;WT young control;27,58;
;H06;FAM;Tlr3 Ex 3-4;Unkn;WT young control;31,60;
;H07;FAM;Ddx58/Rig-I;Unkn;WT young control;31,99;
;H08;FAM;Ifih-1/Mda5;Unkn;WT young control;32,44;
;H09;FAM;Bmp4;Unkn;WT young control;29,99;
;H10;FAM;Il1-�;Unkn;WT young control;;
;H11;FAM;Tlr 3 Ex 4-5;Unkn;WT young control;32,60;
