;Well;Fluor;Target;Content;Sample;Cq;SQ
;F07;FAM;Sparc;Unkn;Leiden Tlr 3 -/- control;22,56931235;
;F08;FAM;Spp1;Unkn;Leiden Tlr 3 -/- control;20,6296803;
;F09;FAM;Sp7;Unkn;Leiden Tlr 3 -/- control;34,67538674;
;F10;FAM;Bmp2;Unkn;Leiden Tlr 3 -/- control;34,59790552;
;F11;FAM;Tlr 3 Ex 5-6;Unkn;Leiden Tlr 3 -/- control;32,50369422;
;G01;FAM;Hprt1;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;28,72422184;
;G02;FAM;Pum1;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;32,12134002;
;G03;FAM;Tbp;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;31,64625601;
;G04;FAM;Il6;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;27,8656289;
;G05;FAM;Il8;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;35,09250096;
;G06;FAM;Runx2;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;31,2760551;
;G07;FAM;Sparc;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;24,36555176;
;G08;FAM;Spp1;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;20,47394454;
;G09;FAM;Sp7;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;36,12900178;
;G10;FAM;Bmp2;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;36,15335067;
;G11;FAM;Tlr 3 Ex 5-6;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;34,15861484;
;H01;FAM;Hprt1;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;28,72944511;
;H02;FAM;Pum1;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;32,01394007;
;H03;FAM;Tbp;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;31,93181643;
;H04;FAM;Il6;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;27,72911944;
;H05;FAM;Il8;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;35,21995099;
;H06;FAM;Runx2;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;31,54595895;
;H07;FAM;Sparc;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;24,4394959;
;H08;FAM;Spp1;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;20,61586502;
;H09;FAM;Sp7;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;36,29581374;
;H10;FAM;Bmp2;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;35,95359125;
;H11;FAM;Tlr 3 Ex 5-6;Unkn;Leiden Tlr 3 -/- 2.5 µg/ml polyIC;34,8810724;
